ticker
NOVL
NOW
NRG
NSC
NTAP
NTRS
NUE
NVDA
NVR
NWL
NWS
NWSA
NXPI
NYT
NYX
O
ODFL
ODP
OGN
OI
OKE
OMC
ON
ORCL
ORLY
OTIS
OXY
PANW
PARA
PAYC
PAYX
PBCT
PBG
PBI
PCAR
PCG
PDCO
PEAK
PEG
PENN
PEP
PETM
PFE
PFG
PG
PGR
PH
PHM
PKG
PKI
PLD
PLTR
PM
PNC
PNR
PNW
PODD
POOL
PPG
PPL
PRGO
PRU
PSA
PSX
PTC
PVH
PWR
PXD
PYPL
QCOM
QEP
QLGC
QRVO
R
RAI
RCL
RDC
RE
REG
REGN
RF
RHI
RHT
RJF
RL
RMD
ROK
ROL
ROP
ROST
RRC
RRD
RSG
RTX
RVTY
SBAC
SBUX
SCG
SCHW
SEDG
SEE
SGP
SHW
SIAL
SIVB
SJM
SLB
SLG
SLM
SMCI
SNA
SNDK
SNI
SNPS
SO
SOLV
SPG
SPGI
SPLS
SRCL
SRE
STE
STI
STJ
STLD
STT
STX
STZ
SVU
SW
SWK
SWKS
SWN
SWY
SYF
SYK
SYY
T
TAP
TDC
TDG
TDY
TE
TECH
TEL
TER
TFC
TFX
TGNA
TGT
THC
TIE
TIF
TJX
TLAB
TMK
TMO
TMUS
TPL
TPR
TRGP
TRIP
TRMB
TROW
TRV
TSCO
TSLA
TSN
TSS
TT
TTWO
TWC
TWTR
TWX
TXN
TXT
TYL
UA
UAA
UAL
UBER
UDR
UHS
ULTA
UNH
UNM
UNP
UPS
URI
USB
UTX
V
VAR
VFC
VIAB
VIAC
VIAV
VICI
VLO
VLTO
VMC
VNO
VNT
VRSK
VRSN
VRTX
VST
VTR
VTRS
VZ
WAB
WAT
WBA
WBD
WCG
WDC
WEC
WELL
WFC
WFM
WFT
WHR
WIN
WLTW
WM
WMB
WMT
WPX
WRB
WRK
WST
WTW
WU
WY
WYE
WYNN
X
XEC
XEL
XLNX
XOM
XRAY
XRX
XTO
XYL
YUM
ZBH
ZBRA
ZION
ZTS
